path	node	rank	remark
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Thp-A-102	Thp-A-102	family	a
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;VC2.1 Arc6	VC2.1 Arc6	family	a
Archaea;Euryarchaeota;Thermoplasmata;WCHA1-57	WCHA1-57	order	a
Archaea;Euryarchaeota;Thermoplasmata;Z7ME43	Z7ME43	order	a
Archaea;Korarchaeota	Korarchaeota	phylum	''
Archaea;Korarchaeota;Class Incertae Sedis	Class Incertae Sedis	class	''
Archaea;Korarchaeota;Class Incertae Sedis;Order Incertae Sedis	Order Incertae Sedis	order	''
Archaea;Korarchaeota;Class Incertae Sedis;Order Incertae Sedis;Family Incertae Sedis	Family Incertae Sedis	family	''
Archaea;Korarchaeota;Class Incertae Sedis;Order Incertae Sedis;Family Incertae Sedis;Candidatus Korarchaeum	Candidatus Korarchaeum	genus	''
Archaea;Marine Hydrothermal Vent Group 1(MHVG-1)	Marine Hydrothermal Vent Group 1(MHVG-1)	phylum	a
Archaea;Marine Hydrothermal Vent Group 2(MHVG-2)	Marine Hydrothermal Vent Group 2(MHVG-2)	phylum	a
Archaea;Nanoarchaeota	Nanoarchaeota	phylum	''
Archaea;Nanoarchaeota;Class Incertae Sedis	Class Incertae Sedis	class	''
Archaea;Nanoarchaeota;Class Incertae Sedis;Order Incertae Sedis	Order Incertae Sedis	order	''
Archaea;Nanoarchaeota;Class Incertae Sedis;Order Incertae Sedis;Family Incertae Sedis	Family Incertae Sedis	family	''
Archaea;Nanoarchaeota;Class Incertae Sedis;Order Incertae Sedis;Family Incertae Sedis;Nanoarchaeum	Nanoarchaeum	genus	''
Archaea;Thaumarchaeota	Thaumarchaeota	phylum	''
Archaea;Thaumarchaeota;AB64A-17	AB64A-17	class	a
Archaea;Thaumarchaeota;AK31	AK31	class	a
Archaea;Thaumarchaeota;AK56	AK56	class	a
Archaea;Thaumarchaeota;AK59	AK59	class	a
Archaea;Thaumarchaeota;AK8	AK8	class	a
Archaea;Thaumarchaeota;ArcC-u-cD06	ArcC-u-cD06	class	a
Archaea;Thaumarchaeota;AS48	AS48	class	a
Archaea;Thaumarchaeota;Class Incertae Sedis	Class Incertae Sedis	class	''
Archaea;Thaumarchaeota;Class Incertae Sedis;Order Incertae Sedis	Order Incertae Sedis	order	''
Archaea;Thaumarchaeota;Class Incertae Sedis;Order Incertae Sedis;Family Incertae Sedis	Family Incertae Sedis	family	''
Archaea;Thaumarchaeota;Class Incertae Sedis;Order Incertae Sedis;Family Incertae Sedis;Candidatus Nitrosocaldus	Candidatus Nitrosocaldus	genus	''
Archaea;Thaumarchaeota;D-F10	D-F10	class	a
Archaea;Thaumarchaeota;F9P122000-Arc-2-E02	F9P122000-Arc-2-E02	class	a
Archaea;Thaumarchaeota;FS243A-60	FS243A-60	class	a
Archaea;Thaumarchaeota;Group C3	Group C3	class	a
Archaea;Thaumarchaeota;HDBA-SITS389	HDBA-SITS389	class	a
Archaea;Thaumarchaeota;HDBA-SITS413	HDBA-SITS413	class	a
Archaea;Thaumarchaeota;Marine Benthic Group A	Marine Benthic Group A	class	a
Archaea;Thaumarchaeota;Marine Benthic Group B	Marine Benthic Group B	class	a
Archaea;Thaumarchaeota;Marine Group I	Marine Group I	class	a
Archaea;Thaumarchaeota;Marine Group I;Cenarchaeales	Cenarchaeales	order	''
Archaea;Thaumarchaeota;Marine Group I;Cenarchaeales;Cenarchaeaceae	Cenarchaeaceae	family	''
Archaea;Thaumarchaeota;Marine Group I;Cenarchaeales;Cenarchaeaceae;Cenarchaeum	Cenarchaeum	genus	''
Archaea;Thaumarchaeota;Marine Group I;Order Incertae Sedis	Order Incertae Sedis	order	''
Archaea;Thaumarchaeota;Marine Group I;Order Incertae Sedis;Family Incertae Sedis	Family Incertae Sedis	family	''
Archaea;Thaumarchaeota;Marine Group I;Order Incertae Sedis;Family Incertae Sedis;Candidatus Nitrosoarchaeum	Candidatus Nitrosoarchaeum	genus	''
Archaea;Thaumarchaeota;Marine Group I;Order Incertae Sedis;Family Incertae Sedis;Candidatus Nitrosopumilus	Candidatus Nitrosopumilus	genus	''
Archaea;Thaumarchaeota;Miscellaneous Crenarchaeotic Group	Miscellaneous Crenarchaeotic Group	class	a
Archaea;Thaumarchaeota;OPPD003	OPPD003	class	a
Archaea;Thaumarchaeota;Papm3A43	Papm3A43	class	a
Archaea;Thaumarchaeota;pMC2A209	pMC2A209	class	a
Archaea;Thaumarchaeota;pSL12	pSL12	class	a
Archaea;Thaumarchaeota;Sc-EA05	Sc-EA05	class	a
Archaea;Thaumarchaeota;Soil Crenarchaeotic Group(SCG)	Soil Crenarchaeotic Group(SCG)	class	a
Archaea;Thaumarchaeota;Soil Crenarchaeotic Group(SCG);Order Incertae Sedis	Order Incertae Sedis	order	''
Archaea;Thaumarchaeota;Soil Crenarchaeotic Group(SCG);Order Incertae Sedis;Family Incertae Sedis	Family Incertae Sedis	family	''
Archaea;Thaumarchaeota;Soil Crenarchaeotic Group(SCG);Order Incertae Sedis;Family Incertae Sedis;Candidatus Nitrososphaera	Candidatus Nitrososphaera	genus	''
Archaea;Thaumarchaeota;South African Gold Mine Gp 1(SAGMCG-1)	South African Gold Mine Gp 1(SAGMCG-1)	class	a
Archaea;Thaumarchaeota;South African Gold Mine Gp 1(SAGMCG-1);Order Incertae Sedis	Order Incertae Sedis	order	''
Archaea;Thaumarchaeota;South African Gold Mine Gp 1(SAGMCG-1);Order Incertae Sedis;Family Incertae Sedis	Family Incertae Sedis	family	''
Archaea;Thaumarchaeota;South African Gold Mine Gp 1(SAGMCG-1);Order Incertae Sedis;Family Incertae Sedis;Candidatus Nitrosotalea	Candidatus Nitrosotalea	genus	''
Archaea;Thaumarchaeota;terrestrial group	terrestrial group	class	a
Archaea;Thaumarchaeota;Terrestrial Hot Spring Gp(THSCG)	Terrestrial Hot Spring Gp(THSCG)	class	a
Archaea;Thaumarchaeota;Terrestrial Hot Spring Gp(THSCG);Order Incertae Sedis	Order Incertae Sedis	order	''
Archaea;Thaumarchaeota;Terrestrial Hot Spring Gp(THSCG);Order Incertae Sedis;Family Incertae Sedis	Family Incertae Sedis	family	''
Archaea;Thaumarchaeota;Terrestrial Hot Spring Gp(THSCG);Order Incertae Sedis;Family Incertae Sedis;Candidatus Caldiarchaeum	Candidatus Caldiarchaeum	genus	''
Archaea;Thaumarchaeota;TOTO-A6-15	TOTO-A6-15	class	a
Archaea;Thaumarchaeota;Z273FA48	Z273FA48	class	a
Bacteria	Bacteria	domain	''
Bacteria;Acidobacteria	Acidobacteria	phylum	''
Bacteria;Acidobacteria;Acidobacteria	Acidobacteria	class	''
Bacteria;Acidobacteria;Acidobacteria;11B-2	11B-2	order	a
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales	Acidobacteriales	order	''
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1)	Acidobacteriaceae (Subgroup 1)	family	''
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Acidicapsa	Acidicapsa	genus	''
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Acidobacterium	Acidobacterium	genus	''
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Bryocella	Bryocella	genus	''
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Candidatus Koribacter	Candidatus Koribacter	genus	''
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Edaphobacter	Edaphobacter	genus	''
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Granulicella	Granulicella	genus	''
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Telmatobacter	Telmatobacter	genus	''
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Terriglobus	Terriglobus	genus	''
Bacteria;Acidobacteria;Acidobacteria;Acidobacteriales;Acidobacteriaceae (Subgroup 1);uncultured	uncultured	genus	a
Bacteria;Acidobacteria;Acidobacteria;AT-s3-28	AT-s3-28	order	a
Bacteria;Acidobacteria;Acidobacteria;d142	d142	order	a
Bacteria;Acidobacteria;Acidobacteria;FFCH5909	FFCH5909	order	a
Bacteria;Acidobacteria;Acidobacteria;GBS-L1-B05	GBS-L1-B05	order	a
Bacteria;Acidobacteria;Acidobacteria;JG37-AG-116	JG37-AG-116	order	a
Bacteria;Acidobacteria;Acidobacteria;JH-WHS99	JH-WHS99	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 11	Subgroup 11	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 13	Subgroup 13	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 17	Subgroup 17	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 18	Subgroup 18	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 19	Subgroup 19	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 2	Subgroup 2	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 20	Subgroup 20	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 21	Subgroup 21	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 25	Subgroup 25	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3	Subgroup 3	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;AKIW659	AKIW659	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;AMGG11	AMGG11	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;B139	B139	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;Elev-16S-1166	Elev-16S-1166	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;Family Incertae Sedis	Family Incertae Sedis	family	''
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;Family Incertae Sedis;Bryobacter	Bryobacter	genus	''
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;Family Incertae Sedis;Candidatus Solibacter	Candidatus Solibacter	genus	''
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;GOUTB8	GOUTB8	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;PAUC26f	PAUC26f	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;SJA-149	SJA-149	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 3;uncultured	uncultured	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4	Subgroup 4	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;11-24	11-24	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;DS-100	DS-100	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Elev-16S-573	Elev-16S-573	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Family Incertae Sedis	Family Incertae Sedis	family	''
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Family Incertae Sedis;Blastocatella	Blastocatella	genus	''
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;Family Incertae Sedis;Candidatus Chloracidobacterium	Candidatus Chloracidobacterium	genus	''
Bacteria;Acidobacteria;Acidobacteria;Subgroup 4;RB41	RB41	family	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 5	Subgroup 5	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 6	Subgroup 6	order	a
Bacteria;Acidobacteria;Acidobacteria;Subgroup 9	Subgroup 9	order	a
Bacteria;Acidobacteria;Holophagae	Holophagae	class	''
Bacteria;Acidobacteria;Holophagae;Acanthopleuribacterales	Acanthopleuribacterales	order	''
Bacteria;Acidobacteria;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae	Acanthopleuribacteraceae	family	''
Bacteria;Acidobacteria;Holophagae;Acanthopleuribacterales;Acanthopleuribacteraceae;Acanthopleuribacter	Acanthopleuribacter	genus	''
Bacteria;Acidobacteria;Holophagae;B276-D12	B276-D12	order	a
Bacteria;Acidobacteria;Holophagae;BP-U1C-1g10	BP-U1C-1g10	order	a
Bacteria;Acidobacteria;Holophagae;Elev-16S-816	Elev-16S-816	order	a
Bacteria;Acidobacteria;Holophagae;Holophagales	Holophagales	order	''
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae	Holophagaceae	family	''
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Geothrix	Geothrix	genus	''
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga	Holophaga	genus	''
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;marine group	marine group	genus	a
Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae;uncultured	uncultured	genus	a
Bacteria;Acidobacteria;Holophagae;Subgroup 10	Subgroup 10	order	a
Bacteria;Acidobacteria;Holophagae;Subgroup 10;43F-1404R	43F-1404R	family	a
Bacteria;Acidobacteria;Holophagae;Subgroup 10;CA002	CA002	family	a
Bacteria;Acidobacteria;Holophagae;Subgroup 10;NS72	NS72	family	a
Bacteria;Acidobacteria;Holophagae;Subgroup 10;Sva0725	Sva0725	family	a
Bacteria;Acidobacteria;Holophagae;Subgroup 10;TK85	TK85	family	a
Bacteria;Acidobacteria;Holophagae;Subgroup 23	Subgroup 23	order	a
Bacteria;Acidobacteria;Holophagae;Subgroup 23;FW34	FW34	family	a
Bacteria;Acidobacteria;Holophagae;Subgroup 23;NKB17	NKB17	family	a
Bacteria;Acidobacteria;Holophagae;Subgroup 7	Subgroup 7	order	a
Bacteria;Acidobacteria;Holophagae;TPD-58	TPD-58	order	a
Bacteria;Acidobacteria;Subgroup 22	Subgroup 22	class	a
Bacteria;Acidobacteria;Subgroup 26	Subgroup 26	class	a
Bacteria;Actinobacteria	Actinobacteria	phylum	''
Bacteria;Actinobacteria;Acidimicrobiia	Acidimicrobiia	class	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales	Acidimicrobiales	order	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae	Acidimicrobiaceae	family	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Acidimicrobium	Acidimicrobium	genus	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;CL500-29 marine group	CL500-29 marine group	genus	a
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrimicrobium	Ferrimicrobium	genus	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ferrithrix	Ferrithrix	genus	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;Ilumatobacter	Ilumatobacter	genus	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae;uncultured	uncultured	genus	a
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Family Incertae Sedis	Family Incertae Sedis	family	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Family Incertae Sedis;Aciditerrimonas	Aciditerrimonas	genus	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Family Incertae Sedis;Candidatus Microthrix	Candidatus Microthrix	genus	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae	Iamiaceae	family	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Iamiaceae;Iamia	Iamia	genus	''
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;OCS155 marine group	OCS155 marine group	family	a
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group	Sva0996 marine group	family	a
Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;uncultured	uncultured	family	a
Bacteria;Actinobacteria;Actinobacteria	Actinobacteria	class	''
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales	Actinomycetales	order	''
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae	Actinomycetaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinobaculum	Actinobaculum	genus	''
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces	Actinomyces	genus	''
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Arcanobacterium	Arcanobacterium	genus	''
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Mobiluncus	Mobiluncus	genus	''
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Trueperella	Trueperella	genus	''
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;uncultured	uncultured	genus	a
Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Varibaculum	Varibaculum	genus	''
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales	Actinopolysporales	order	''
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae	Actinopolysporaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Actinopolysporales;Actinopolysporaceae;Actinopolyspora	Actinopolyspora	genus	''
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales	Bifidobacteriales	order	''
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae	Bifidobacteriaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Aeriscardovia	Aeriscardovia	genus	''
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Alloscardovia	Alloscardovia	genus	''
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	Bifidobacterium	genus	''
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Gardnerella	Gardnerella	genus	''
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Metascardovia	Metascardovia	genus	''
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Parascardovia	Parascardovia	genus	''
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Scardovia	Scardovia	genus	''
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;uncultured	uncultured	genus	a
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales	Catenulisporales	order	''
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Actinospicaceae	Actinospicaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Actinospicaceae;Actinospica	Actinospica	genus	''
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae	Catenulisporaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;Catenulisporaceae;Catenulispora	Catenulispora	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales	Corynebacteriales	order	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae	Corynebacteriaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Corynebacterium	Corynebacterium	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;Turicella	Turicella	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Corynebacteriaceae;uncultured	uncultured	genus	a
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Dietziaceae	Dietziaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Dietziaceae;Dietzia	Dietzia	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Family Incertae Sedis	Family Incertae Sedis	family	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Family Incertae Sedis;Hoyosella	Hoyosella	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Family Incertae Sedis;Tomitella	Tomitella	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae	Mycobacteriaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Amycolicicoccus	Amycolicicoccus	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium	Mycobacterium	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;nbr16a11	nbr16a11	family	a
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae	Nocardiaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Gordonia	Gordonia	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Millisia	Millisia	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Nocardia	Nocardia	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus	Rhodococcus	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Skermania	Skermania	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Smaragdicoccus	Smaragdicoccus	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Williamsia	Williamsia	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Segniliparaceae	Segniliparaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Segniliparaceae;Segniliparus	Segniliparus	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Tsukamurellaceae	Tsukamurellaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Tsukamurellaceae;Tsukamurella	Tsukamurella	genus	''
Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;uncultured	uncultured	family	a
Bacteria;Actinobacteria;Actinobacteria;Elev-16S-976	Elev-16S-976	order	a
Bacteria;Actinobacteria;Actinobacteria;Frankiales	Frankiales	order	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Acidothermaceae	Acidothermaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus	Acidothermus	genus	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae	Cryptosporangiaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae;Cryptosporangium	Cryptosporangium	genus	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Cryptosporangiaceae;Fodinicola	Fodinicola	genus	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae	Frankiaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae;Frankia	Frankia	genus	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Geodermatophilaceae	Geodermatophilaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Geodermatophilaceae;Blastococcus	Blastococcus	genus	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Geodermatophilaceae;Geodermatophilus	Geodermatophilus	genus	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Geodermatophilaceae;Modestobacter	Modestobacter	genus	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Geodermatophilaceae;uncultured	uncultured	genus	a
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Nakamurellaceae	Nakamurellaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Nakamurellaceae;Nakamurella	Nakamurella	genus	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae	Sporichthyaceae	family	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;Candidatus Planktophila	Candidatus Planktophila	genus	''
Bacteria;Actinobacteria;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade	hgcI clade	genus	a
