path	node	rank	remark
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Erysiphales;Erysiphaceae;Typhulochaeta	Typhulochaeta	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales	Helotiales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Bulgariaceae	Bulgariaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Bulgariaceae;Bulgaria	Bulgaria	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Bulgariaceae;Crinula	Crinula	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Cudoniaceae	Cudoniaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Cudoniaceae;Spathularia	Spathularia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Cyttariaceae	Cyttariaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Cyttariaceae;Cyttaria	Cyttaria	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Dermateaceae	Dermateaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Dermateaceae;Calycellinopsis	Calycellinopsis	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Dermateaceae;Cryptosporiopsis	Cryptosporiopsis	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Dermateaceae;Dermea	Dermea	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Dermateaceae;Discohainesia	Discohainesia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Dermateaceae;Neofabraea	Neofabraea	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Dermateaceae;Pezicula	Pezicula	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Dimorphospora	Dimorphospora	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Geoglossaceae	Geoglossaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Geoglossaceae;Geoglossum	Geoglossum	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helicodendron	Helicodendron	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae	Helotiaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Articulospora	Articulospora	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Ascocoryne	Ascocoryne	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Bisporella	Bisporella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Chlorencoelia	Chlorencoelia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Chlorociboria	Chlorociboria	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Chloroscypha	Chloroscypha	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Cordierites	Cordierites	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Gremmeniella	Gremmeniella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Heyderia	Heyderia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Hymenoscyphus	Hymenoscyphus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Mitrula	Mitrula	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Rhizoscyphus	Rhizoscyphus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Tetrachaetum	Tetrachaetum	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Helotiaceae;Tricladium	Tricladium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Hemiphacidiaceae	Hemiphacidiaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Hemiphacidiaceae;Meria	Meria	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Hemiphacidiaceae;Sarcotrochila	Sarcotrochila	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Hyaloscyphaceae	Hyaloscyphaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Hyaloscyphaceae;Lachnellula	Lachnellula	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Hyaloscyphaceae;Lachnum	Lachnum	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis	Incertae Sedis	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Amylocarpus	Amylocarpus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Brachyalara	Brachyalara	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Chaetomella	Chaetomella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Goniopila	Goniopila	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Helicodendron	Helicodendron	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Infundichalara	Infundichalara	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Lemonniera	Lemonniera	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Leohumicola	Leohumicola	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Leptodontidium	Leptodontidium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Meliniomyces	Meliniomyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Microglossum	Microglossum	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Pilidium	Pilidium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Rhexocercosporidium	Rhexocercosporidium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Scytalidium	Scytalidium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Sphaerographium	Sphaerographium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Synchaetomella	Synchaetomella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Tetracladium	Tetracladium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Incertae Sedis;Xylogone	Xylogone	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Leotiaceae	Leotiaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Leotiaceae;Alatospora	Alatospora	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Leotiaceae;Leotia	Leotia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Loramycetaceae	Loramycetaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Loramycetaceae;Loramyces	Loramyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Rutstroemiaceae	Rutstroemiaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Rutstroemiaceae;Lambertella	Lambertella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Sclerotiniaceae	Sclerotiniaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Sclerotiniaceae;Botryotinia	Botryotinia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Sclerotiniaceae;Encoelia	Encoelia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Sclerotiniaceae;Lambertella	Lambertella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Sclerotiniaceae;Monilinia	Monilinia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Sclerotiniaceae;Sclerotinia	Sclerotinia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;uncultured	uncultured	family	a
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Vibrisseaceae	Vibrisseaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Vibrisseaceae;Phialocephala	Phialocephala	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Vibrisseaceae;Vibrissea	Vibrissea	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Helotiales;Xylogone	Xylogone	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Incertae Sedis	Incertae Sedis	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Incertae Sedis;Incertae Sedis	Incertae Sedis	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Incertae Sedis;Incertae Sedis;Collophora	Collophora	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Incertae Sedis;Incertae Sedis;Geomyces	Geomyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Incertae Sedis;Incertae Sedis;Meliniomyces	Meliniomyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Incertae Sedis;Myxotrichaceae	Myxotrichaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Incertae Sedis;Myxotrichaceae;Byssoascus	Byssoascus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Incertae Sedis;Myxotrichaceae;Myxotrichum	Myxotrichum	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Incertae Sedis;Myxotrichaceae;Oidiodendron	Oidiodendron	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Medeolariales	Medeolariales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Medeolariales;Medeolariaceae	Medeolariaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Medeolariales;Medeolariaceae;Medeolaria	Medeolaria	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Ostropales	Ostropales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Ostropales;Stictidaceae	Stictidaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Ostropales;Stictidaceae;Ostropa	Ostropa	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Rhytismatales	Rhytismatales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Rhytismatales;Rhytismataceae	Rhytismataceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Rhytismatales;Rhytismataceae;Coccomyces	Coccomyces	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Rhytismatales;Rhytismataceae;Rhytisma	Rhytisma	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Thelebolales	Thelebolales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Thelebolales;Thelebolaceae	Thelebolaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Leotiomycetes;Leotiomycetidae;Thelebolales;Thelebolaceae;Thelebolus	Thelebolus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes	Lichinomycetes	class	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae	Lichinomycetidae	subclass	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales	Lichinales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae	Lichinaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Anema	Anema	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Digitothyrea	Digitothyrea	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Ephebe	Ephebe	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Heppia	Heppia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Jenmania	Jenmania	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Lichina	Lichina	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Lichinella	Lichinella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Paulia	Paulia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Peccania	Peccania	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Phloeopeccania	Phloeopeccania	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Porocyphus	Porocyphus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Psorotichia	Psorotichia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Pterygiopsis	Pterygiopsis	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Stromatella	Stromatella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Lichinaceae;Thyrea	Thyrea	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Peltulaceae	Peltulaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Lichinomycetes;Lichinomycetidae;Lichinales;Peltulaceae;Peltula	Peltula	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Orbiliomycetes	Orbiliomycetes	class	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Orbiliomycetes;Orbiliales	Orbiliales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Orbiliomycetes;Orbiliales;Orbiliaceae	Orbiliaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Orbiliomycetes;Orbiliales;Orbiliaceae;Anguillospora	Anguillospora	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Orbiliomycetes;Orbiliales;Orbiliaceae;Arthrobotrys	Arthrobotrys	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Orbiliomycetes;Orbiliales;Orbiliaceae;Dactylella	Dactylella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Orbiliomycetes;Orbiliales;Orbiliaceae;Dactylellina	Dactylellina	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Orbiliomycetes;Orbiliales;Orbiliaceae;Drechslerella	Drechslerella	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Orbiliomycetes;Orbiliales;Orbiliaceae;Duddingtonia	Duddingtonia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Orbiliomycetes;Orbiliales;Orbiliaceae;Monacrosporium	Monacrosporium	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Orbiliomycetes;Orbiliales;Orbiliaceae;Orbilia	Orbilia	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes	Pezizomycetes	class	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizomycetidae	Pezizomycetidae	subclass	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizomycetidae;Pezizales	Pezizales	order	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizomycetidae;Pezizales;Ascobolaceae	Ascobolaceae	family	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizomycetidae;Pezizales;Ascobolaceae;Ascobolus	Ascobolus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizomycetidae;Pezizales;Ascobolaceae;Saccobolus	Saccobolus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizomycetidae;Pezizales;Ascobolaceae;Thecotheus	Thecotheus	genus	''
Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizomycetidae;Pezizales;Ascobolaceae;uncultured	uncultured	genus	a
